,Cluster Nums,Silhouette Coefficient,Today Date,Similar Dates
0,7,0.342673063454172,2022-10-02~2022-11-20,"['2022-05-19~2022-07-07', '2022-01-05~2022-02-23', '2021-09-15~2021-11-03', '2021-08-30~2021-10-18', '2021-02-18~2021-04-08', '2021-02-15~2021-04-05', '2020-11-19~2021-01-07', '2020-07-15~2020-09-02', '2020-06-16~2020-08-04', '2020-05-25~2020-07-13', '2019-06-27~2019-08-15', '2018-11-27~2019-01-15', '2018-11-22~2019-01-10', '2018-11-19~2019-01-07', '2015-01-22~2015-03-12', '2015-01-19~2015-03-09', '2015-01-13~2015-03-03', '2015-01-08~2015-02-26']"
