,Cluster Nums,Silhouette Coefficient,Today Date,Similar Dates
0,7,0.40235856805566733,2022-10-02~2022-11-20,"['2022-05-19~2022-07-07', '2022-01-20~2022-03-10', '2020-04-01~2020-05-20', '2018-12-10~2019-01-28', '2018-11-14~2019-01-02', '2015-01-08~2015-02-26', '2015-01-05~2015-02-23']"
