,Cluster Nums,Silhouette Coefficient,Today Date,Similar Dates
0,6,0.40805664188562446,2022-06-24~2022-08-12,"['2022-03-17~2022-05-05', '2022-02-02~2022-03-23', '2021-12-22~2022-02-09', '2021-11-25~2022-01-13', '2021-05-25~2021-07-13', '2018-08-29~2018-10-17', '2018-08-09~2018-09-27', '2018-07-26~2018-09-13', '2018-03-01~2018-04-19', '2016-08-15~2016-10-03', '2015-10-27~2015-12-15', '2015-10-02~2015-11-20']"
