,Cluster Nums,Silhouette Coefficient,Today Date,Similar Dates
0,9,0.4514632763961475,2022-06-24~2022-08-12,"['2022-03-02~2022-04-20', '2022-02-24~2022-04-14', '2022-02-21~2022-04-11', '2022-02-16~2022-04-06', '2022-02-09~2022-03-30', '2021-07-07~2021-08-25', '2021-06-29~2021-08-17', '2021-06-14~2021-08-02', '2021-06-08~2021-07-27', '2021-05-25~2021-07-13', '2021-05-11~2021-06-29', '2021-04-23~2021-06-11', '2021-03-23~2021-05-11', '2021-03-03~2021-04-21', '2021-02-26~2021-04-16', '2021-02-23~2021-04-13', '2020-12-16~2021-02-03', '2018-08-06~2018-09-24', '2018-08-01~2018-09-19', '2016-11-03~2016-12-22', '2016-05-30~2016-07-18', '2015-09-24~2015-11-12', '2015-09-07~2015-10-26', '2015-06-08~2015-07-27']"
