,Cluster Nums,Silhouette Coefficient,Today Date,Similar Dates
0,8,0.48855742936346985,2022-06-24~2022-08-12,"['2021-07-29~2021-09-16', '2021-07-12~2021-08-30', '2021-06-08~2021-07-27', '2021-05-11~2021-06-29', '2021-02-23~2021-04-13', '2020-12-31~2021-02-18', '2016-08-15~2016-10-03', '2016-08-08~2016-09-26', '2016-08-02~2016-09-20']"
