,Name,Code
0,LX홀딩스1우,38380K
1,SK우,03473K
2,SK네트웍스,001740
3,SK,034730
4,LX홀딩스,383800
5,두산우,000155
6,삼성물산우B,02826K
7,삼성물산,028260
8,두산,000150
9,효성,004800
10,CJ우,001045
11,코오롱우,002025
12,두산2우B,000157
13,SK네트웍스우,001745
14,LG우,003555
15,LG,003550
16,CJ4우(전환),00104K
17,CJ,001040
18,코오롱,002020
19,웅진,016880
