,Name,Code
0,키이스트,054780
1,알비더블유,361570
2,애니플러스,310200
3,NEW,160550
4,팬엔터테인먼트,068050
5,삼화네트웍스,046390
6,포바이포,389140
7,대원미디어,048910
8,덱스터,206560
9,IHQ,003560
10,쇼박스,086980
11,SBS,034120
12,SM Life Design,063440
13,큐브엔터,182360
14,바른손이앤에이,035620
15,티와이홀딩스우,36328K
16,에스엠,041510
17,KX,122450
18,KNN,058400
19,제이웨이,058420
20,갤럭시아에스엠,011420
21,아리온,058220
22,CJ ENM,035760
23,코퍼스코리아,322780
24,하이브,352820
25,와이지엔터테인먼트,122870
26,콘텐트리중앙,036420
27,스튜디오산타클로스,204630
28,아센디오,012170
29,CJ CGV,079160
30,스카이라이프,053210
31,위지윅스튜디오,299900
32,스튜디오드래곤,253450
33,SBS콘텐츠허브,046140
34,아이오케이,078860
35,LG헬로비전,037560
36,드림어스컴퍼니,060570
37,JYP Ent.,035900
38,YG PLUS,037270
39,지니뮤직,043610
40,티와이홀딩스,363280
41,에이스토리,241840
42,초록뱀미디어,047820
43,티비씨,033830
44,에프엔씨엔터,173940
45,iMBC,052220
46,YTN,040300
47,NHN벅스,104200
48,판타지오,032800
49,한국경제TV,039340
50,초록뱀컴퍼니,052300
51,초록뱀이앤엠,131100
52,씨씨에스,066790
53,래몽래인,200350
