,Name,Code
0,한국테크놀로지,053590
1,이엔플러스,074610
2,파라텍,033540
3,넥스턴바이오,089140
4,현대건설기계,267270
5,TYM,002900
6,나인테크,267320
7,현대두산인프라코어,042670
8,코윈테크,282880
9,프리엠스,053160
10,EV수성,084180
11,에이테크솔루션,071670
12,에쎈테크,043340
13,화천기공,000850
14,우진,105840
15,테라사이언스,073640
16,CNT85,056730
17,한국정밀기계,101680
18,대동,000490
19,삼익THK,004380
20,디와이파워,210540
21,기신정기,092440
22,영풍정밀,036560
23,디와이,013570
24,진성티이씨,036890
25,두산밥캣,241560
26,부스타,008470
27,현대엘리베이,017800
28,디와이피엔에프,104460
29,하이록코리아,013030
30,디케이락,105740
31,대창솔루션,096350
32,대동기어,008830
33,3S,060310
34,에스엠코어,007820
35,동일금속,109860
36,에스에프에이,056190
37,현대로템,064350
38,나라엠앤디,051490
39,엔케이,085310
40,SNT에너지,100840
41,아스플로,159010
42,대창단조,015230
43,에이비프로바이오,195990
44,자비스,254120
45,우진플라임,049800
46,한신기계,011700
47,수산중공업,017550
48,두산에너빌리티,034020
49,아세아텍,050860
50,로보스타,090360
51,SIMPAC,009160
52,이엠코리아,095190
53,티에스넥스젠,043220
54,원방테크,053080
55,모델솔루션,417970
56,큐로,015590
57,에이치케이,044780
58,에이프로젠,007460
59,조광ILI,044060
60,혜인,003010
61,흥국,010240
62,스맥,099440
63,서암기계공업,100660
64,와이지-원,019210
65,씨에스베어링,297090
66,티에스아이,277880
67,유일로보틱스,388720
68,광림,014200
69,코메론,049430
70,로보티즈,108490
71,포메탈,119500
72,휴림로봇,090710
73,성광벤드,014620
74,강원에너지,114190
75,KC그린홀딩스,009440
76,에너토크,019990
77,현대에버다임,041440
78,화성밸브,039610
79,대성하이텍,129920
80,알에스오토메이션,140670
81,태광,023160
82,우림피티에스,101170
83,화천기계,010660
84,TPC,048770
85,에스피시스템스,317830
86,케이피에프,024880
87,뉴로메카,348340
88,신진에스엠,138070
89,해성티피씨,059270
90,레인보우로보틱스,277810
91,에스비비테크,389500
92,비엠티,086670
93,KC코트렐,119650
94,대모,317850
