,Name,Code
0,컴퍼니케이,307930
1,하나머스트7호스팩,372290
2,하나금융24호스팩,430230
3,유진스팩7호,388800
4,케이비제20호스팩,342550
5,하이제6호스팩,377400
6,키움제7호스팩,433530
7,상상인제3호스팩,415580
8,이베스트스팩5호,349720
9,엔에이치스팩24호,437780
10,케이비제23호스팩,440200
11,대신밸런스제11호스팩,397500
12,DB금융스팩9호,367360
13,유안타제7호스팩,367460
14,교보10호스팩,355150
15,유안타제8호스팩,367480
16,미래에셋대우스팩 5호,353490
17,한국제10호스팩,409570
18,하나금융21호스팩,406760
19,엔에이치스팩19호,380440
20,한화플러스제2호스팩,386580
21,IBKS제17호스팩,405350
22,하나금융19호스팩,388220
23,교보11호스팩,397880
24,신한제8호스팩,393360
25,엔에이치스팩22호,396770
26,엔에이치스팩25호,438580
27,대신밸런스제13호스팩,438220
28,케이비제22호스팩,436530
29,에스케이증권제8호스팩,435870
30,유안타제10호스팩,435380
31,한화플러스제3호스팩,430460
32,하나금융23호스팩,427950
33,대신밸런스제12호스팩,426670
34,IBKS제19호스팩,426550
35,IBKS제18호스팩,424760
36,케이비제21호스팩,424140
37,엔에이치스팩23호,422040
38,교보12호스팩,421800
39,신한제10호스팩,418210
40,에이치엠씨제5호스팩,353060
41,하나금융22호스팩,418170
42,신영스팩6호,344050
43,신한제9호스팩,405640
44,유안타제9호스팩,430700
45,키움제6호스팩,413600
46,DB금융스팩10호,404950
47,한국제11호스팩,436610
48,교보13호스팩,440790
49,엔에이치스팩20호,391060
50,하나금융16호스팩,343510
51,신한제7호스팩,366330
52,스톤브릿지벤처스,330730
53,하나금융25호스팩,435620
54,IBKS제16호스팩,388790
55,에스케이증권7호스팩,408920
56,신영스팩7호,419270
57,신영스팩8호,430220
58,미래에셋비전스팩1호,412930
59,하이제7호스팩,400840
60,IBKS제13호스팩,351340
61,유진스팩6호,373340
62,하나금융20호스팩,400560
63,DB금융스팩8호,367340
64,나우IB,293580
65,IBKS제20호스팩,439730
66,SBI인베스트먼트,019550
67,대성창투,027830
68,에이치엠씨제4호스팩,353070
69,유진스팩8호,413630
70,삼성스팩4호,377630
71,아주IB투자,027360
72,다올인베스트먼트,298870
73,린드먼아시아,277070
74,엠벤처투자,019590
75,대신밸런스제10호스팩,387310
76,리더스 기술투자,019570
77,하나금융15호스팩,341160
78,삼성스팩6호,425290
79,스틱인베스트먼트,026890
80,큐캐피탈,016600
81,미래에셋벤처투자,100790
82,삼성머스트스팩5호,380320
83,SV인베스트먼트,289080
84,에이티넘인베스트,021080
85,DSC인베스트먼트,241520
86,TS인베스트먼트,246690
87,우리기술투자,041190
88,비투엔,307870
89,삼성스팩7호,439250
