,Name,Code
0,와이투솔루션,011690
1,신도기연,290520
2,신화인터텍,056700
3,한국컴퓨터,054040
4,비아트론,141000
5,포인트엔지니어링,256630
6,에스에이티이엔지,351320
7,힘스,238490
8,아이씨디,040910
9,제이스텍,090470
10,엘디티,096870
11,세진티에스,067770
12,디바이스이엔지,187870
13,이큐셀,160600
14,한송네오텍,226440
15,엘아이에스,138690
16,토비스,051360
17,와이엠씨,155650
18,티엘아이,062860
19,젬,248020
20,톱텍,108230
21,파인디앤씨,049120
22,베셀,177350
23,HB솔루션,297890
24,HB테크놀러지,078150
25,아이엘사이언스,307180
26,클라우드에어,036170
27,인베니아,079950
28,에스엘바이오닉스,214310
29,금호전기,001210
30,아바텍,149950
31,에프엔에스테크,083500
32,DMS,068790
33,유아이디,069330
34,참엔지니어링,009310
35,우리바이오,082850
36,우리이앤엘,153490
37,우리엔터프라이즈,037400
38,한솔테크닉스,004710
39,디아이티,110990
40,미래컴퍼니,049950
41,아나패스,123860
42,넥스트아이,137940
43,서울반도체,046890
44,동아엘텍,088130
45,케이피에스,256940
46,에스엔유,080000
47,케이엔제이,272110
48,엘엠에스,073110
49,덕산테코피아,317330
50,이라이콤,041520
51,프로이천,321260
52,덕산네오룩스,213420
53,풍원정밀,371950
54,티로보틱스,117730
55,제이엠티,094970
56,오성첨단소재,052420
57,소룩스,290690
58,예선테크,250930
59,이녹스첨단소재,272290
60,아이컴포넌트,059100
61,루멘스,038060
62,핌스,347770
63,인지디스플레,037330
64,영우디에스피,143540
65,아바코,083930
66,파인텍,131760
67,엘티씨,170920
68,디에스케이,109740
69,AP시스템,265520
70,솔브레인홀딩스,036830
71,위지트,036090
72,LX세미콘,108320
73,상보,027580
74,트윔,290090
75,엔젯,419080
76,야스,255440
77,디이엔티,079810
78,서울바이오시스,092190
79,이엘피,063760
80,코이즈,121850
81,나래나노텍,137080
82,선익시스템,171090
83,APS홀딩스,054620
84,미래나노텍,095500
