,Name,Code
0,엔투텍,227950
1,지오엘리먼트,311320
2,네온테크,306620
3,하이딥,365590
4,큐알티,405100
5,미코,059090
6,에이티세미콘,089530
7,해성디에스,195870
8,오디텍,080520
9,넥스틴,348210
10,제너셈,217190
11,미래산업,025560
12,WI,073570
13,유니트론텍,142210
14,엔지스테크널러지,208860
15,시스웍,269620
16,오픈엣지테크놀로지,394280
17,엘비루셈,376190
18,서플러스글로벌,140070
19,비케이홀딩스,050090
20,이오테크닉스,039030
21,케이씨텍,281820
22,엘오티베큠,083310
23,씨앤지하이테크,264660
24,프로텍,053610
25,타이거일렉,219130
26,엑시콘,092870
27,DB하이텍,000990
28,바른전자,064520
29,로체시스템즈,071280
30,한미반도체,042700
31,뉴파워프라즈마,144960
32,리노공업,058470
33,다믈멀티미디어,093640
34,알에프세미,096610
35,알파홀딩스,117670
36,삼성전자우,005935
37,케이씨,029460
38,DB하이텍1우,000995
39,티엘엔지니어링,413300
40,GST,083450
41,원익QnC,074600
42,엑사이엔씨,054940
43,기가레인,049080
44,엔시트론,101400
45,KEC,092220
46,저스템,417840
47,삼성전자,005930
48,싸이맥스,160980
49,예스티,122640
50,주성엔지니어링,036930
51,제이티,089790
52,디엔에프,092070
53,앤씨앤,092600
54,네패스,033640
55,유진테크,084370
56,윈팩,097800
57,SK스퀘어,402340
58,피에스케이홀딩스,031980
59,유니퀘스트,077500
60,테크윙,089030
61,아이윈플러스,123010
62,피에스엠씨,024850
63,동진쎄미켐,005290
64,바이옵트로,222160
65,솔브레인,357780
66,샘씨엔에스,252990
67,마이크로프랜드,147760
68,지니틱스,303030
69,메카로,241770
70,와이아이케이,232140
71,큐에스아이,066310
72,원익홀딩스,030530
73,ISC,095340
74,아진엑스텍,059120
75,피에스케이,319660
76,텔레칩스,054450
77,러셀,217500
78,하나마이크론,067310
79,코세스,089890
80,SK하이닉스,000660
81,네오셈,253590
82,아이텍,119830
83,디아이,003160
84,성우테크론,045300
85,원익IPS,240810
86,월덱스,101160
87,HPSP,403870
88,제이아이테크,417500
89,어보브반도체,102120
90,케이엔더블유,105330
91,칩스앤미디어,094360
92,하나머티리얼즈,166090
93,제주반도체,080220
94,티에스이,131290
95,지앤비에스엔지니어링,382800
96,유니셈,036200
97,네패스아크,330860
98,인텍플러스,064290
99,덕산하이메탈,077360
100,엠케이전자,033160
101,램테크놀러지,171010
102,오션브릿지,241790
103,티엘비,356860
104,두산테스나,131970
105,에스앤에스텍,101490
106,비씨엔씨,146320
107,SFA반도체,036540
108,젬백스,082270
109,아이앤씨,052860
110,한양디지텍,078350
111,에스티아이,039440
112,테스,095610
113,오킨스전자,080580
114,레이저쎌,412350
115,에이피티씨,089970
116,피델릭스,032580
117,티씨케이,064760
118,시그네틱스,033170
119,엘비세미콘,061970
120,제우스,079370
121,한솔아이원스,114810
122,에이디테크놀로지,200710
123,에이팩트,200470
124,한국전자홀딩스,006200
125,KX하이텍,052900
126,오로스테크놀로지,322310
127,코미코,183300
128,신성이엔지,011930
129,티에프이,425420
130,픽셀플러스,087600
131,가온칩스,399720
132,마이크로컨텍솔,098120
133,라온테크,232680
134,더코디,224060
135,에프에스티,036810
136,넥스트칩,396270
137,영창케미칼,112290
138,유니테스트,086390
