,Name,Code
0,AP위성,211270
1,하인크코리아,373200
2,아모센스,357580
3,캠시스,050110
4,덕우전자,263600
5,유테크,178780
6,이즈미디어,181340
7,크루셜텍,114120
8,하이소닉,106080
9,멜파스,096640
10,엔피디,198080
11,이엠텍,091120
12,지나인제약,078650
13,해성옵틱스,076610
14,씨유테크,376290
15,우주일렉트로,065680
16,재영솔루텍,049630
17,이엠앤아이,083470
18,엘컴텍,037950
19,케스피온,079190
20,유티아이,179900
21,시노펙스,025320
22,탑엔지니어링,065130
23,유아이엘,049520
24,엠씨넥스,097520
25,나무가,190510
26,슈피겐코리아,192440
27,동운아나텍,094170
28,바이오로그디바이스,208710
29,액트로,290740
30,파인테크닉스,106240
31,세경하이테크,148150
32,성우전자,081580
33,신라섬유,001000
34,알에프텍,061040
35,에이치앤비디자인,227100
36,서원인텍,093920
37,상신이디피,091580
38,코아시아옵틱스,196450
39,와이솔,122990
40,노바텍,285490
41,파워로직스,047310
42,영풍,000670
43,디스플레이텍,066670
44,파인엠텍,441270
45,하이비젼시스템,126700
46,에스맥,097780
47,아이엠,101390
48,디케이티,290550
49,에스에이티,060540
50,이미지스,115610
51,케일럼,258610
52,앤디포스,238090
53,한일진공,123840
54,에스코넥,096630
55,육일씨엔에쓰,191410
56,인탑스,049070
57,파트론,091700
58,블루콤,033560
59,코아시아,045970
60,와이팜,332570
61,와이제이엠게임즈,193250
62,아모텍,052710
63,SBW생명과학,151910
64,드림텍,192650
65,버킷스튜디오,066410
66,엑스큐어,070300
67,이랜텍,054210
68,KH바텍,060720
69,장원테크,174880
