Date,Open_Total,Close_Total,Volume_Total,Changes_abs_Total,Changes_Total,adv,red,stock_num
2020-10-19,798830.0,786059.0,31620733.0,,,16,39,61
2020-10-20,780899.0,787397.0,43006241.0,0.9091573899509061,-0.10928589980965586,19,33,61
2020-10-21,789660.0,794185.0,30168053.0,1.2644167270855409,0.6399934429054116,27,25,61
2020-10-22,786971.0,778331.0,31829865.0,1.828712426931569,-1.0047294833719218,17,40,61
2020-10-23,783854.0,784703.0,21312587.0,1.0434535090374457,0.09994664041838086,29,26,61
2020-10-26,783050.0,761827.0,28187376.0,2.5846283479727488,-1.749294259980416,7,53,61
2020-10-27,755526.0,766969.0,37971436.0,1.4101322765197648,0.3232361682060728,25,31,61
2020-10-28,766206.0,789260.0,26284828.0,1.8802976932014437,1.5944621521575508,52,8,61
2020-10-29,772926.0,798825.0,34085375.0,1.5409713770707087,0.5880955104195611,31,26,61
2020-10-30,800656.0,780061.0,25147248.0,1.6855021904416585,-1.2911599481685032,8,49,61
2020-11-02,783063.0,785170.0,30138532.0,0.9839440966164662,0.3659226254592943,37,19,61
2020-11-03,789784.0,794218.0,32653470.0,1.1009059892080384,0.6545764687820214,43,14,61
2020-11-04,797907.0,793769.0,32051563.0,1.2724613616970122,0.058640613960803445,30,26,61
2020-11-05,801539.0,818065.0,40631857.0,1.8561563249791122,1.6531340249188704,52,5,61
2020-11-06,822756.0,807194.0,48588929.0,1.2816358573741677,-0.6455556756940418,15,43,61
2020-11-09,812436.0,818322.0,27121678.0,1.5057508988013326,1.116405454647839,47,11,61
2020-11-10,808409.0,811648.0,76607482.0,2.4805752850956817,-0.13934395762657836,29,27,61
2020-11-11,811478.0,817301.0,62448156.0,2.6365017318224173,0.35132135940760634,30,28,61
2020-11-12,822664.0,817433.0,63013105.0,1.1518646473324061,0.28552865070029276,23,31,61
2020-11-13,814479.0,807213.0,47655935.0,1.6665509047459226,-0.5224173895030061,25,29,61
2020-11-16,807076.0,813673.0,70002968.0,1.884365590572718,0.9399397468611517,29,29,61
2020-11-17,808135.0,805020.0,67501523.0,1.7576150288787418,-0.7354386336986233,15,43,61
2020-11-18,805082.0,811153.0,40756904.0,1.320554255356509,0.598481525897833,36,23,61
2020-11-19,809368.0,815707.0,56216589.0,1.4102630478505,0.5252440645752552,34,22,61
2020-11-20,853260.0,848037.0,104987298.0,,,41,16,62
2020-11-23,848784.0,854444.0,42406385.0,1.5122059746373875,0.14429541749987984,21,32,62
2020-11-24,857554.0,857687.0,50560385.0,1.8068393989550224,0.3292997870811766,31,28,62
2020-11-25,865396.0,851552.0,43708902.0,1.723750046707429,-0.9178860354167406,11,49,62
2020-11-26,854112.0,852693.0,91264501.0,1.5451424338579698,0.6169324928133011,33,24,62
2020-11-27,851393.0,862823.0,56876449.0,1.2776787129954197,0.6404995100986901,34,23,62
2020-11-30,864765.0,852957.0,40000120.0,1.3141846835853328,-0.3115302799853662,24,36,62
2020-12-01,857903.0,862054.0,47106046.0,1.191370057810994,0.6862272755161456,32,21,62
