Date,Open_Total,Close_Total,Volume_Total,Changes_abs_Total,Changes_Total,adv,red,stock_num
2019-04-29,66955.0,67005.0,1689162.0,,,4,3,7
2019-04-30,67335.0,68021.0,16063167.0,0.205459696339233,0.17713273889413927,5,2,7
2019-05-02,68322.0,69455.0,29358637.0,0.4104411518790597,0.39575326938211963,5,1,7
2019-05-03,69622.0,69086.0,26437566.0,0.11984255219505724,-0.02659544263715019,2,4,7
2019-05-07,68546.0,68800.0,6334739.0,0.07404758535726963,-0.05939557070525503,1,4,7
2019-05-08,67958.0,68677.0,6861880.0,0.17373443745292982,-0.062160158073772176,2,5,7
2019-05-09,69227.0,68555.0,10454991.0,0.17743092968600405,-0.1058200576503846,2,4,7
2019-05-10,68332.0,68700.0,8827579.0,0.15178227239210085,0.04626764340050327,2,4,7
2019-05-13,68467.0,67533.0,4528415.0,0.28088262600864866,-0.16681127009225716,3,4,7
2019-05-14,66700.0,67323.0,10600968.0,0.16237772106696002,-0.09783485652409574,2,4,7
2019-05-15,67771.0,67761.0,2290581.0,0.12552484175069423,0.08353646268491821,5,2,7
2019-05-16,67765.0,67009.0,2162136.0,0.15452289857556756,-0.09516957548420968,2,5,7
2019-05-17,67395.0,66891.0,1134790.0,0.07233553239090973,-0.05800888482643962,1,6,7
2019-05-20,66961.0,66705.0,2426239.0,0.10382367080536492,-0.0406140287410498,4,3,7
2019-05-21,66339.0,66939.0,1052123.0,0.07947257888625114,-0.001172199955518094,2,3,7
2019-05-22,67005.0,66876.0,1805821.0,0.09319180982379138,0.03226955460007708,4,3,7
2019-05-23,66724.0,66469.0,1286702.0,0.10316603597601492,-0.08573141580166865,1,4,7
2019-05-24,66333.0,65586.0,988931.0,0.12259231294792072,-0.11624089592764641,2,5,7
2019-05-27,65545.0,65011.0,925280.0,0.0789820967500825,-0.01461381337476464,2,4,7
2019-05-28,64856.0,65935.0,1244890.0,0.17809825924436096,0.09725714319739653,5,2,7
2019-05-29,65401.0,64118.0,901586.0,0.16792973831119906,-0.153147772309721,1,6,7
2019-05-30,64168.0,64277.0,698599.0,0.0641727356091929,-0.017862009201866536,3,3,7
2019-05-31,64046.0,64755.0,697513.0,0.12899558821074164,0.022591647324042174,5,1,7
2019-06-03,64438.0,64404.0,687779.0,0.08439944267567046,-0.02947732894830346,2,5,7
2019-06-04,64356.0,64585.0,620004.0,0.05150016748604391,0.007947026605171215,4,3,7
2019-06-05,64617.0,64676.0,748047.0,0.05760347092205975,0.04901977993493534,5,1,7
2019-06-07,64592.0,64774.0,703490.0,0.04397936316292239,0.018410764483538733,3,3,7
2019-06-10,64717.0,65307.0,743289.0,0.05327352648211969,0.03894687891764981,5,1,7
2019-06-11,64856.0,65881.0,1449348.0,0.09381875339472079,0.09381875339472079,6,0,7
2019-06-12,65676.0,65616.0,610576.0,0.043980403146830827,-0.041139494055921655,1,6,7
2019-06-13,65487.0,64474.0,831947.0,0.07353700171826572,-0.006034590812707963,3,3,7
2019-06-14,64837.0,64224.0,18856236.0,0.08851833476001247,-0.011647493033833056,2,5,7
2019-06-17,64029.0,64232.0,1792976.0,0.08142567041091431,-0.020452735568462388,3,3,7
2019-06-18,64931.0,63226.0,5273466.0,0.09635699494273464,-0.02722586415064987,3,4,7
2019-06-19,63260.0,63947.0,2023639.0,0.09109179466910555,0.08681219409849217,5,1,7
2019-06-20,63992.0,63801.0,2037145.0,0.07879458728518007,0.02146285215024135,4,2,7
2019-06-21,63964.0,63601.0,1386320.0,0.07062857497812358,-0.04745749205462746,3,4,7
2019-06-24,63573.0,63185.0,768815.0,0.08226501346937343,-0.07943615915537072,1,6,7
2019-06-25,63225.0,62913.0,1054510.0,0.08371734384474261,-0.06158454706405847,1,6,7
2019-06-26,63015.0,62744.0,1220245.0,0.056887798576920834,-0.036987301064483113,1,5,7
2019-06-27,62668.0,61920.0,1143891.0,0.14788966191626407,-0.14788966191626407,0,5,7
2019-06-28,61911.0,61594.0,883564.0,0.09729713056124689,-0.06944407908795736,3,3,7
2019-07-01,61638.0,61546.0,643758.0,0.09494119428454373,-0.0014546921620708364,3,3,7
2019-07-02,61347.0,61613.0,586836.0,0.07374114655186248,0.05559553508303394,4,2,7
2019-07-03,62840.0,61531.0,1972573.0,0.05082653839193352,-0.0074895936465382285,1,5,7
2019-07-04,62139.0,61577.0,983826.0,0.15188554127016907,-0.05084166473701923,2,4,7
2019-07-05,61746.0,61939.0,789035.0,0.08270774291803673,0.08270774291803673,6,0,7
2019-07-08,62060.0,61161.0,913950.0,0.2046982679025814,-0.15571725745718845,2,5,7
2019-07-09,60952.0,60226.0,884823.0,0.18447896351223292,-0.18447896351223292,0,6,7
2019-07-10,59927.0,60242.0,623722.0,0.06500212719852516,0.026015767020840852,3,3,7
2019-07-11,60236.0,60589.0,405373.0,0.10745177744250489,0.10139117138189879,5,1,7
2019-07-12,60697.0,60585.0,311149.0,0.03318866367929052,0.004191866939067368,3,4,7
2019-07-15,60575.0,60234.0,430666.0,0.08323864300535844,-0.052230891067373886,1,6,7
2019-07-16,60195.0,59703.0,400478.0,0.09206548207618048,-0.04650739551581606,1,6,7
2019-07-17,59845.0,59745.0,4438516.0,0.133016625867317,0.03615042084553066,3,3,7
2019-07-18,59824.0,60297.0,1540531.0,0.11623266451661662,-0.01547793097102279,3,4,7
2019-07-19,60785.0,60829.0,514950.0,0.08860632318150607,0.08647412701945922,6,1,7
2019-07-22,60703.0,60698.0,466815.0,0.08301896854548485,-0.01749927566904541,2,4,7
2019-07-23,60218.0,60419.0,451507.0,0.05979859333797399,-0.041561511271104634,1,5,7
2019-07-24,60252.0,59770.0,571983.0,0.1423061956899092,-0.1379771913609047,1,5,7
2019-07-25,59625.0,59076.0,505964.0,0.08862064936757708,-0.08862064936757708,0,7,7
2019-07-26,58302.0,58489.0,666015.0,0.20951955654113352,-0.18814551073960673,1,6,7
2019-07-29,58575.0,56896.0,1054930.0,0.3501417976234512,-0.3501417976234512,0,7,7
2019-07-30,56268.0,57226.0,2197601.0,0.25387737192505067,0.18023059885079662,5,2,7
2019-07-31,57185.0,57270.0,1059121.0,0.14765938525938205,0.0902202853270887,5,2,7
2019-08-01,57599.0,58147.0,15905071.0,0.2196905932066231,0.11566537037682578,3,3,7
2019-08-02,57797.0,57803.0,3953894.0,0.07766110796534476,-0.07424230454654135,1,6,7
2019-08-05,57560.0,56587.0,13835747.0,0.46602707664452003,-0.20554803472835248,1,5,7
2019-08-06,55577.0,56717.0,24085075.0,0.5111954332783297,0.08748006341041203,1,6,7
2019-08-07,57311.0,56359.0,11557062.0,0.2372384218933702,-0.0358560695623914,4,3,7
2019-08-08,57091.0,57337.0,5737343.0,0.28033936572719687,0.10525519064302169,6,1,7
2019-08-09,57906.0,56923.0,10181184.0,0.11694210262442406,0.03605660830900248,3,3,7
2019-08-12,56815.0,57406.0,3840967.0,0.1020354609937375,0.07240583136410783,5,1,7
2019-08-13,57260.0,56196.0,1862394.0,0.09502738469106786,-0.06112541347948053,2,5,7
2019-08-14,56579.0,57664.0,20380401.0,0.13634646682555607,0.12743116221931539,6,1,7
