,Name,Code
0,모아데이타,288980
1,디모아,016670
2,코난테크놀로지,402030
3,맥스트,377030
4,미디어젠,279600
5,SGA,049470
6,에스에스알,275630
7,인지소프트,100030
8,SGA솔루션즈,184230
9,한컴위드,054920
10,키네마스터,139670
11,네오리진,094860
12,더존비즈온,012510
13,포시에스,189690
14,아이퀘스트,262840
15,MDS테크,086960
16,소프트캠프,258790
17,이글루,067920
18,휴네시온,290270
19,이니텍,053350
20,링크제니시스,219420
21,알티캐스트,085810
22,브레인즈컴퍼니,099390
23,웹케시,053580
24,디지캡,197140
25,텔코웨어,078000
26,엠로,058970
27,윈스,136540
28,시큐브,131090
29,알체라,347860
30,파수,150900
31,네이블,153460
32,핀텔,291810
33,비트나인,357880
34,투비소프트,079970
35,지란지교시큐리티,208350
36,세중,039310
37,바이브컴퍼니,301300
38,한글과컴퓨터,030520
39,이스트소프트,047560
40,비플라이소프트,148780
41,디어유,376300
42,오상자이엘,053980
43,오비고,352910
44,플랜티넷,075130
45,핸디소프트,220180
46,엑셈,205100
47,영림원소프트랩,060850
48,아톤,158430
49,누리플렉스,040160
50,알서포트,131370
51,안랩,053800
52,위세아이텍,065370
53,스코넥,276040
54,비즈니스온,138580
55,지니언스,263860
56,케이사인,192250
57,폴라리스오피스,041020
58,이노룰스,296640
59,라온시큐어,042510
60,라온피플,300120
61,산돌,419120
