,KS11quarterMA,KS11fullMA,KS11Volatility,KS11Volume,KQ11quarterMA,KQ11fullMA,KQ11Volatility,KQ11Volume,DJIquarterMA,DJIfullMA,DJIVolatility,DJIVolume,IXICquarterMA,IXICfullMA,IXICVolatility,IXICVolume,JP225quarterMA,JP225fullMA,JP225Volatility,JP225Volume,HK50quarterMA,HK50fullMA,HK50Volatility,HK50Volume,CSI300quarterMA,CSI300fullMA,CSI300Volatility,CSI300Volume,DAXquarterMA,DAXfullMA,DAXVolatility,DAXVolume,TWIIquarterMA,TWIIfullMA,TWIIVolatility,TWIIVolume,LCOquarterMA,LCOfullMA,LCOVolatility,LCOVolume,ZGquarterMA,ZGfullMA,ZGVolatility,ZGVolume,HGquarterMA,HGfullMA,HGVolatility,HGVolume,US2YT-3MT,US10YT-3MT,CPIAUCSL,DollarMA,KoreaVIX,USVIX
2015-01-06,0.32428102915214785,0.19650711747288874,-0.20434753491976654,-0.23048846488958097,0.233623755513374,-0.48357854498406305,-0.44403017600359307,0.4229601681848476,0.8790287441706646,0.7177596033650901,0.06231020915074903,0.265862038073039,0.8417275140804146,0.6175746590399671,-0.07359315360374119,-0.02848588815301545,0.8811663929531559,0.9930442557633938,0.2638659051762242,0.24743020226142542,0.7483951580441872,0.1371808102129244,-0.43442514230939333,0.7234091869823289,0.8164984740988364,0.9958201530500574,0.9735674048495999,0.9833532580104067,-0.13899099181721664,0.6214290994809917,0.05752940191257849,-0.6767767877892551,0.5164879239921127,0.6164020556748979,-0.032517630327953184,0.5900750431179247,-0.520018114467931,-0.9984647336747917,0.6461090886787062,-0.9946345154292634,-0.21111571098891624,-0.7376880434569617,0.8597433253859954,-0.10317845264671277,-0.19940716437392825,-0.6007553471793043,0.21209834993582222,-0.34649039080254385,-0.055328168993847404,-0.9943337913949345,-0.6369475619456397,-1.0,-0.4943096104734883,0.9821771033450908
2015-01-07,0.36236363983121356,0.10530481379155665,-0.17799419393307758,-0.434895529539303,0.4097968040538982,-0.46944076308649096,-0.45468366435459573,0.4557156209630673,0.6713495018150939,0.7164476652503946,0.05117348916292652,0.21193261059039092,0.4592576102691168,0.6171173116009283,-0.05877912875815261,-0.09585490412397057,0.8515613960905768,0.9910746290529675,0.2872525560470838,0.04770006741899224,0.834098789604129,0.2731570263213461,-0.43456905026016734,0.769524368523939,0.663989876860974,0.9978218565692718,0.9733241000501089,0.9648482547640089,-0.05667213511087221,0.6968029004637197,0.13518738483333737,-0.7985555430702364,0.7993345806277523,0.6538606953114869,0.06874831827521333,0.2991156019488812,-0.8815194794494646,-0.9987544458719436,0.6786096970171942,-0.9974522865968443,-0.16215762453720695,-0.7168837281064795,0.829410255547002,0.2356060744425017,-0.38242573033056737,-0.714717440905619,0.20337478360405692,-0.2774912078180516,-0.06251209599233487,-0.9936924279210101,-0.6417842091302159,-0.9831200175528423,-0.09992069613197296,0.994048396784331
2015-01-08,0.3851372172240517,0.1737214830867102,-0.18728004888852412,-0.39079453974867473,0.7412396932442629,-0.5153788351237061,-0.4588449298495808,0.5204134389220805,-0.003461808363590002,0.5603237476542604,0.012406888646159464,0.14636999996853906,-0.2753523092071265,0.28136880070385417,-0.16254150103191123,-0.25066946469828455,0.420135017118054,0.9934575456291115,0.26858447357314574,-0.011982743703136345,0.7349625944108615,-0.03743503788131208,-0.36341811692394477,0.874631621946631,0.8290701974898098,0.9966986807076064,0.9702879928705825,0.9455407701617218,-0.5873295321687411,0.4381361976259681,0.27437457688160416,-0.8177547227275468,0.7478312291726243,0.42534416110325934,-0.0380191240945692,0.5371515591469171,-0.7357351672900865,-0.9991648938948589,0.6335918089210819,-0.9985656393618483,-0.1350327415174013,-0.7214879284885303,0.7989124178640916,0.13596475196285884,-0.2988173800943147,-0.8070587857112895,0.18934884058679757,-0.3249802465831775,-0.06956818916389063,-0.993123095659268,-0.6466208563147919,-0.9644262414978417,-0.22178137731222636,0.961491619042885
2015-01-09,-0.1784370880795303,-0.27946715683950785,-0.3229422752313511,-0.10258932725034942,0.5443389775203147,-0.48936244269512197,-0.5868184479746079,0.6756843954847847,-0.03636985303201756,0.6093856335138348,-0.019352374514295945,0.043614429951546185,-0.39183234581649573,0.37415860603316453,-0.16083275621432458,-0.3300705399421029,-0.36967726898855247,0.9869944081406898,0.311286814994882,-0.06963336454167102,0.546558120665902,-0.2770638392163304,-0.3655667735406536,0.8384794979160779,0.7423049421317236,0.9958083694730642,0.9745259257368879,0.8957555110477649,-0.6057680197523639,0.3300152535858716,0.3154123675296858,-0.7784680733228848,0.5303996966444355,0.17163535745080805,-0.01604106411359074,0.6618229088427681,-0.966398020596818,-0.9995991031571955,0.5868884032036121,-0.9969690359057506,-0.13916663860345613,-0.6805929122807248,0.7551909734319209,0.1058604260189202,-0.6569699669803789,-0.8279673802406,0.19091510420138658,-0.2795977314073548,-0.07621085272817218,-0.9925849298249889,-0.6514575034993682,-0.9440649455130536,-0.5342068339642752,0.6291984243069786
2015-01-12,-0.39976724481792303,-0.26180854784972385,-0.35060292697997963,-0.2617638579447571,0.6129922166027733,-0.41871351205136575,-0.6029435555404985,0.6652803414733062,-0.33500208134747567,0.3760796775079669,0.027496653469815557,-0.20025682460438332,-0.5118115120584252,0.3045439772965248,-0.1257984255056257,-0.5274998046643149,-0.4460504061855083,0.9830931635969371,0.3371172972445633,-0.36978447125004954,0.25527810259851935,-0.18221435512147077,-0.2989954302210117,0.7497368363312917,0.7465886355484723,0.9958398340540122,0.9783558537641126,0.836731372680686,-0.7630338938109789,0.5122447265358814,0.4386739687239114,-0.7325164172284799,0.2726408526209585,0.21951930256123298,-0.03608637990993402,0.46090453819822264,-0.9567690235248146,-0.999604978307909,0.5785552110553671,-0.999352286806508,0.36743028671744216,-0.29151800665346583,0.7824463085111868,0.19216751234837437,-0.690411702211158,-0.7517379195540527,0.18884326365148296,-0.37990989932732355,-0.07863104608151494,-0.9918753346909146,-0.6562941506839441,-0.9265413588824725,-0.9973000016402445,0.7648190809576487
2015-01-13,-0.3635517605294839,-0.3339052114055363,-0.4048076659266483,-0.42958881541208527,0.780949052654087,-0.42931835512754846,-0.6143254052387014,0.6774914316005551,-0.4783653603587068,0.11925969332853281,0.05423314316708594,-0.49226770297608224,-0.4737002704781642,-0.03416253870871622,-0.056174919445360794,-0.7081078734118738,-0.6458052965235819,0.820233496783003,0.38949256562146073,-0.4175766234933007,0.4183313188630575,-0.4007989809192982,-0.3025719508770468,0.664644292843265,0.9484388067910237,0.9942661589873041,0.9789007588087488,0.7630351219517515,-0.812232139449628,0.2709417459897141,0.6078198890877149,-0.7668050126571,0.28564646681385786,0.03889437567841636,-0.06473395941675919,0.2529572433056415,-0.9939340927280484,-0.9996827132230969,0.59955518838038,-0.9997750358088414,0.5085408497850084,0.279444084622106,0.7254096452368437,0.5459965679257588,-0.7424797743961837,-0.739127204914067,0.20153557509167297,-0.42396654187465754,-0.08066622215833053,-0.9910849685893312,-0.6611307978685202,-0.9094858480216512,-0.521176503612585,0.964706909371253
2015-01-14,-0.4977777344156372,-0.2109104988148085,-0.3939283739561025,-0.4390916698856474,0.7928622981622606,-0.27982140423376745,-0.5864588882088908,0.6528313288658545,-0.5325823032649146,0.1604209054492438,0.20666571839474202,-0.5894873716187539,-0.5593842249994848,-0.07546833826159938,0.11446046313695857,-0.7012694146081586,-0.7923280710652711,0.6762988321103198,0.4281223476506333,-0.6129129781405729,0.48047904613456693,-0.33938854505101246,-0.2505451542130167,0.780472678886792,0.995557060243409,0.9952057504410221,0.9719833194812126,0.8532666984993154,-0.8603116330044711,0.03988411127679248,0.6627604087968184,-0.7636499537159676,-0.007990286093192411,-0.01728281914091101,-0.012572100309868883,0.32732968674386753,-0.9932408176742858,-0.999670877207327,0.6174705762145694,-0.9999340684937471,0.678752014075596,0.33909017803586683,0.7274361497878266,0.5996356413359047,-0.6819379438655516,-0.8041375867907982,0.2557102332569554,-0.5975483346992744,-0.08136520517561663,-0.9901923752048504,-0.6659674450530964,-0.893717545527684,-0.5277807847476375,0.9845242667070999
2015-01-15,-0.5506560241355885,0.004287683167421674,-0.3849875905048288,-0.524798711975851,0.8816322879263305,0.005852370382727123,-0.5861868717467549,0.6765672774143192,-0.6222124411987862,0.13690810195110648,0.3383873506978392,-0.7282939613731527,-0.7385111829633639,0.00821384584971474,0.1881041725451209,-0.7746751934708169,-0.824352402234076,0.4467322545491925,0.48399084931216585,-0.8334746510069326,0.28290874882558636,-0.28384768845718034,-0.19559588867784117,0.7292150764398893,0.7069803630089659,0.9961789545895197,0.9601464514551676,0.9237311179730598,-0.8671820023594707,0.4363481810625309,0.7010325024153825,-0.7493263671845023,-0.11550622391687881,0.025700232762319697,-0.02135033632972083,0.07075984055250317,-0.9942005025306917,-0.9995047483850196,0.6824735303663818,-0.9995249158679688,0.2999511332285141,0.4025059554258883,0.7698393585591476,0.6301742505822145,-0.5908602370337935,-0.7151860031647931,0.3193748812806698,-0.7546564171506175,-0.08015767521777106,-0.9891600675351242,-0.6704545290344409,-0.8795289987566743,-0.0654944567121496,0.9929263284669236
2015-01-16,-0.2953862050838406,0.047657708501692486,-0.39317525355522276,-0.5131417311570843,0.871550629334565,0.08024289748475244,-0.5807046330522394,0.7864388765195556,-0.668767780660915,-0.010620717234146038,0.40299607968875883,-0.7982754712691513,-0.7931088314801022,0.01858057248509004,0.3094385551119847,-0.9130806076104049,-0.803232901336384,0.35779550676205196,0.549730915713643,-0.7528295602441204,0.06512144938311981,-0.1565728403564406,-0.13173044608745776,0.7526068326842534,0.7184318630135771,0.997444980964671,0.9619217746714914,0.9203530620719031,-0.8726884593709306,0.34463773144093746,0.7130316893446691,-0.6999968181102613,-0.3820458013983362,0.09323660135401268,-0.004423406778066408,-0.0501985999915141,-0.991144710717056,-0.9996645900147878,0.746103837048119,-0.999576586426491,0.7008290739780385,0.7443523128702514,0.8281801992244087,0.7170969741088666,-0.7243124342739126,-0.7051194884508479,0.3150015991339399,-0.6193087058835979,-0.07707108358188353,-0.9879116313155132,-0.6749416130157855,-0.8638192057339289,-0.2503071271388526,0.9966887641498934
2015-01-19,-0.13697867127363172,-0.029037193433294584,-0.3403554596516134,-0.5853394966412733,0.8556577749107241,0.32976429618166647,-0.547378845515051,0.7088374278871039,-0.6539449520953831,-0.11022616010257003,0.4944240264699382,-0.6817912255447789,-0.7471667053151962,-0.07722861432461092,0.4006315579468207,-0.831583307927796,-0.6030600799829331,0.5319291626207883,0.5208884367463569,-0.8139821324503996,0.4696503585456959,-0.11144542083150566,-0.13872721199786242,0.2841665222846712,0.7708669459348287,0.9979742655684289,0.9513496702901172,0.9345624639573957,-0.7092895656335969,0.40604891752990624,0.7442647412889261,-0.6201247139332893,-0.36146460869866215,0.2586932244153679,0.06357277717533405,-0.21409412726556187,-0.9947661276345173,-0.9997469243992994,0.7430566966746777,-0.995573684400764,0.48392119327057603,0.7963029172541563,0.842688945462563,0.8410480085082666,-0.8972902376933121,-0.7516671560388644,0.3497588165289409,-0.5350714403183303,-0.07586025396343188,-0.9868290098485678,-0.6794286969971299,-0.8489578000438804,0.42510500406908625,0.9840453074298416
