,KS113days,KS117days,KS1115days,KS1130days,KQ113days,KQ117days,KQ1115days,KQ1130days,IXIC3days,IXIC7days,IXIC15days,IXIC30days,TWII3days,TWII7days,TWII15days,TWII30days
2021-08-03,1.6472026409849132,-0.07508439237490297,-4.121264396346304,-2.953112589356627,2.0948159568317606,1.3605704374638772,-4.299479668529582,-1.1042590094430562,1.457999995913112,0.5725740698736502,1.7817502402754017,2.891546733310312,0.570407375074844,-1.5774186323934631,-4.350270349328804,-0.32548185254419476
2021-08-04,1.0262144979827952,-0.8884385599634173,-3.053312491890981,-2.7280253557152285,2.2864367682968076,1.7353369815946202,-2.2130854832015863,0.15731920355947815,0.5044952033324955,0.37239292771837246,1.751269706102911,1.872939289181361,-0.1565476570261845,-1.901700832186379,-4.187308018339085,-0.677119887704953
2021-08-05,-0.6084660923429613,-3.3255293594034883,-4.071784366445356,-3.870893006298051,1.1517944900899808,-0.6822974817020308,-2.8771005696945493,-0.4904907770557289,0.5388846002139276,0.28666089781624193,1.7680692099674364,2.5777154134526974,-0.7872268835086803,-3.6415343037206815,-3.279809395088138,-1.531387224954306
2021-08-06,-1.0054546065021857,-3.630503063065264,-4.5053157231245375,-4.457698565075256,-0.7050229344810038,-3.1735470109670234,-3.6902806878456604,-1.8979934688638371,-0.7185574872844304,-0.6804913287036329,0.34031280043395884,1.9254628361503583,-1.5876730943150963,-4.228511763823678,-3.0458236948904505,-1.842968746449483
2021-08-09,-1.5209334752137451,-3.891620494379823,-4.172629312980835,-3.970510891767264,-0.7435365163238236,-4.599924514059257,-3.4242309869786722,-1.2908095867144804,-0.4760794189175413,-1.2104536606146226,1.9799457526948383,1.4034333259637466,-1.7065800614848021,-4.9349890564341,-1.8050036858934044,-1.4235194234030153
2021-08-10,-1.5961133841652293,-3.112789149864135,-3.5648781445335267,-3.876034375939296,-0.5575471698113285,-3.671698113207543,-2.656603773584913,-1.7745283018867872,-0.295554966359762,-2.24943439446898,2.7301822723547033,-0.984375693968718,-1.5167728043511364,-3.768226180501746,-0.5068872729144502,-2.1952628373219625
2021-08-11,-2.216953061646098,-4.482006912946825,-1.3542222318149746,-3.3653594146503902,-1.0731225108595401,-5.790489226002069,-1.3059967492657343,-1.034151719942578,0.23539212974765159,-1.665529490285759,3.1860098227695373,-0.2819160554202775,-1.9714678901200835,-5.473676432897473,0.9619802766624188,-1.2834196508355007
2021-08-12,-1.969496556563638,-4.971403021778405,-0.4222789400798576,-2.6881470027510175,-2.472146170811479,-7.987299414404146,-0.5646817248460011,-1.0200395467335934,0.19390279665672444,-0.34181886647797444,3.6860494963471373,0.8921018643249411,-2.138539215356198,-5.13862396515274,1.4326778962082087,-1.7493286771253367
2021-08-13,-2.0349833872546257,-3.6831672058796046,-1.0139073301790997,-2.51840492709717,-4.083142805642779,-5.7784439658852635,-0.6545930613135371,-1.6915064178580508,-1.080434603604418,0.8530492850422402,3.4753709775611394,1.5927096311754758,-3.2437975974364495,-2.776432438208255,0.5796768165278143,-0.8229993832730981
2021-08-16,-0.38974675920524854,-1.040270678493603,0.9387347104805925,-1.452090474223429,-1.8928111608601177,-2.651857260900481,1.2557889275351117,-0.36030669305713026,-2.0035890412807196,1.3283500529585954,3.6471945435778483,1.516572330650555,-0.9176715967568232,-0.9620712620516592,3.1492553045528364,1.6374879211122653
