,"('KS11', '3days')","('KS11', '7days')","('KS11', '15days')","('KS11', '30days')","('KQ11', '3days')","('KQ11', '7days')","('KQ11', '15days')","('KQ11', '30days')"
0,0.66,0.8,0.785,0.77,0.775,0.845,0.865,0.82
