,"('KS11', '3days')","('KS11', '7days')","('KS11', '15days')","('KS11', '30days')","('KQ11', '3days')","('KQ11', '7days')","('KQ11', '15days')","('KQ11', '30days')","('IXIC', '3days')","('IXIC', '7days')","('IXIC', '15days')","('IXIC', '30days')","('TWII', '3days')","('TWII', '7days')","('TWII', '15days')","('TWII', '30days')"
0,3.7883086,6.1846275,10.75041,10.386129,3.991713,5.9149446,8.869351,10.457545,1.0634004,1.3419731,1.3027786,1.0194798,0.9638213,1.0367675,0.95277286,0.9463824
