,"('KS11', '3days')","('KS11', '7days')","('KS11', '15days')","('KS11', '30days')","('KQ11', '3days')","('KQ11', '7days')","('KQ11', '15days')","('KQ11', '30days')"
0,-0.5829926310717829,-0.9188653488288494,-0.5435597772899147,2.685146020426176,-1.206479928215771,-1.7014113593293616,-1.6306336818934966,2.121940476710002
